UDISE Code,School Name,District,Block,State,Management,Category,PIN Code
09450903201,PS SARAI LALU,PRAYAGRAJ,SARAI LALU,Uttar Pradesh,Department of Education,Primary,212501
09450904602,ADARSH SARSWATI GYAN MANDIR,PRAYAGRAJ,GADIYANI,Uttar Pradesh,Private Unaided (Recognized),Primary,212507
09450906702,COMPOSITE SCHOOL ABDAL PUR DANDIA,PRAYAGRAJ,ABDAL PUR DANDIYA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212507
09451904701,PS BUAA  PUR,PRAYAGRAJ,BUA  PUR,Uttar Pradesh,Department of Education,Primary,212109
09451701601,PS GARAV PUR,PRAYAGRAJ,GARAB PUR,Uttar Pradesh,Department of Education,Primary,212503
09451702501,PS SARAY TAULKE SAHAB PUR,PRAYAGRAJ,SARAY TAUKE SAHAB PUR,Uttar Pradesh,Department of Education,Primary,212504
09451808703,PT. A.R. PANDEY I.C. LOHARI,PRAYAGRAJ,LOHARI,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212307
09451805101,PS PANCHADEWARA,PRAYAGRAJ,PANCHDEWARA,Uttar Pradesh,Department of Education,Primary,212301
09451813302,SHAKUNTALA PANDEY P.S. NAUWA,PRAYAGRAJ,NOUWA,Uttar Pradesh,Private Unaided (Recognized),Primary,212307
09451700302,COMPOSITE SCHOOL KASTURI PUR,PRAYAGRAJ,KASTURI PUR..,Uttar Pradesh,Department of Education,Primary with Upper Primary,212503
09451205602,PS AANA PUR     II,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Department of Education,Primary,229411
09451608203,GOVT.H.S.SCHOOL,PRAYAGRAJ,ULDA.,Uttar Pradesh,Department of Education,Secondary Only,212104
09451205702,COMPOSITE SCHOOL NASIRPUR,PRAYAGRAJ,NASIR PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,229411
09451904202,U.P.S. SARAI DUTTE,PRAYAGRAJ,SARAI DUTTE,Uttar Pradesh,Department of Education,Upper Primary only,212502
09450700117,KRISHNA REDIENT PUBLIC SCHOOL,PRAYAGRAJ,SORAM,Uttar Pradesh,Private Unaided (Recognized),Primary,212301
09451810005,SAVITRI DEVI U.P.S. SONAI,PRAYAGRAJ,SAONAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212307
09450600201,PS SARAI MANOHAR,PRAYAGRAJ,SARAI MANOHAR,Uttar Pradesh,Department of Education,Primary,212402
09451810502,U.P.S.BHUNDA,PRAYAGRAJ,BHUNDA .,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451900403,P.S. TRILOK PUR,PRAYAGRAJ,NARI,Uttar Pradesh,Department of Education,Primary,212109
09451206201,PS ALALDAD PUR,PRAYAGRAJ,ALADAD PUR,Uttar Pradesh,Department of Education,Primary,229411
09451707502,U.P.S. RAIYA,PRAYAGRAJ,RAIYA,Uttar Pradesh,Department of Education,Upper Primary only,212503
09451205617,RAMA SHIKSHAN SANSTHAN HIGH SCHOOL,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,
09451705101,PS HARI DEEH,PRAYAGRAJ,HARI DEEH,Uttar Pradesh,Department of Education,Primary,212502
09451708203,GAYATRI DEVI P S,PRAYAGRAJ,SANGI PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,212307
09451708201,GAYATRI DEVI U.M.V.,PRAYAGRAJ,SANGI PUR,Uttar Pradesh,Government Aided,Upper Pri. and Secondary,212503
09451709101,P.S.PANDIT KA PURA,PRAYAGRAJ,PANDIT KA PURA,Uttar Pradesh,Department of Education,Primary,212503
09451201203,PT. R.S. VIDHYASHRAM INTER MEDIATE COLLEGE,PRAYAGRAJ,MAROOF PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,229411
09451205615,MATA SARSWATI MONTESARY BALIKA VIDHALAYA,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,229411
09451205903,SHIV GANGA GYAN MANDIR J.H.S.,PRAYAGRAJ,MARUF PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,229411
09451205611,RAGHUNATH PRASAD ISHWAR DEEN J.H.S.,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,229411
09451205613,GYANODAGAM HIGH SCHOOL,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,229411
09451205608,PT RAMANAND SHUKLA S S MANDIR,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,229411
09451703802,P.S. KRIPAL PUR,PRAYAGRAJ,KRIPAL PUR,Uttar Pradesh,Department of Education,Primary,212502
09451205902,PT. R.S. VIDHYA ASHRAM,PRAYAGRAJ,MARUF PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,229411
09451808904,"GANGA Intermediate College Babura, Basahi",PRAYAGRAJ,BABURA,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212307
09451803303,U.P.S. MACHAHAR URF PURWA,PRAYAGRAJ,MACHAHAR,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451809001,PS PATULKI,PRAYAGRAJ,PATULKHI,Uttar Pradesh,Department of Education,Primary,212307
09451708202,P.S.SANGI PUR,PRAYAGRAJ,SANGI PUR,Uttar Pradesh,Department of Education,Primary,212503
09451710001,P.S. TAWKAL PUR,PRAYAGRAJ,TAUKALPUR,Uttar Pradesh,Department of Education,Primary,212502
09451201507,PS SONBARSA,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Department of Education,Primary,229413
09451702204,KRISHNAKANT BALIKA J H S,PRAYAGRAJ,BARAYIE HARAKH,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212503
09451902503,RAMLAKHAN PATEL U M VIDYALAYA ASHOK NAGAR BAHARIYA PRAYAGRAJ,PRAYAGRAJ,JAMUA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,
09451810201,PS SANJAYIE,PRAYAGRAJ,SANJAYIE,Uttar Pradesh,Department of Education,Primary,212301
09451811101,P.S. KAPTHUWA,PRAYAGRAJ,KAPTHUWA,Uttar Pradesh,Department of Education,Primary,212301
09451800902,UPS KAKRAM,PRAYAGRAJ,KAKARAM,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451809101,PS KHAJURAULA,PRAYAGRAJ,KHAJURAUL,Uttar Pradesh,Department of Education,Primary,212307
09451810601,P.S. GHORAHAT,PRAYAGRAJ,GHORAHAT,Uttar Pradesh,Department of Education,Primary,212303
09451812401,P.S. NEWADA,PRAYAGRAJ,NEWADA,Uttar Pradesh,Department of Education,Primary,212301
09450603102,COMPOSIT SCHOOL RAINI,PRAYAGRAJ,RAINI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09451904201,PS SARAI DUTTE,PRAYAGRAJ,SARAI DUTTE,Uttar Pradesh,Department of Education,Primary,212502
09450602801,PS. SARAY AZIZ,PRAYAGRAJ,SARAI AZIZ,Uttar Pradesh,Department of Education,Primary,212402
09451810501,P.S. BHUNDA,PRAYAGRAJ,BHUNDA .,Uttar Pradesh,Department of Education,Primary,212307
09451803802,R.J. MANDIR U.P.S.,PRAYAGRAJ,KHAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212307
09451710501,P.S. ADHAR KA PURA,PRAYAGRAJ,ADHAR KA PURA,Uttar Pradesh,Department of Education,Primary,212504
09451201201,COMPOSITE SCHOOL MARUF PUR,PRAYAGRAJ,MAROOF PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,229411
09451701901,PS JURA PUR BIHAR,PRAYAGRAJ,JURA PUR BIHAR..,Uttar Pradesh,Department of Education,Primary,212504
09451810202,U.P.S. SANJAYIE,PRAYAGRAJ,SANJAYIE,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451809801,PS KAUWA,PRAYAGRAJ,KAUWA,Uttar Pradesh,Department of Education,Primary,212301
09451201526,RUSHDA PUBLIC PRIMARY SCHOOL LALGOPALGANJ,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Private Unaided (Recognized),Primary,
09451702401,PS RAM DAS PUR,PRAYAGRAJ,RAM DAS PUR..,Uttar Pradesh,Department of Education,Primary,212504
09451206101,PS PIPRAUNDH,PRAYAGRAJ,PIPRAUNDH,Uttar Pradesh,Department of Education,Primary,229411
09450603002,COMPOSIT SCHOOL SEHUWANDEEH,PRAYAGRAJ,SEHUWAN DEEH,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09451704702,COMPOSITE SCHOOL BALAIE MAU,PRAYAGRAJ,BALAYIE MAU,Uttar Pradesh,Department of Education,Primary with Upper Primary,212502
09451203203,"C.L.EXCELLENT CONVENT SCHOOL,BHITI PATTI,RAJAI ANAPUR",PRAYAGRAJ,ANA PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,
09451201504,MAHRSHI MUKTA VIDHAYA MANDIR,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,229413
09451209401,PS SARAI PADMAWAT,PRAYAGRAJ,SARAI PADMAWAT,Uttar Pradesh,Department of Education,Primary,229411
09451209101,MADARSA RAHMANIYA ISLAMIYA,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Madarsa unrecognized,Pri. with Upper Pri. Sec. and H.Sec.,228411
09451701504,MADARSA ASHARAFIYA HABIBIYA,PRAYAGRAJ,SULTAN PUR AKABAR,Uttar Pradesh,Madarsa unrecognized,Pri. Upper Pri. and Secondary Only,212101
09451205601,PS AANA PUR     I,PRAYAGRAJ,ANA PUR,Uttar Pradesh,Department of Education,Primary,229411
09451906401,PS SARAI GANI,PRAYAGRAJ,SARAI GANI,Uttar Pradesh,Department of Education,Primary,212109
09451701503,MADARSHA GULSHNE RAZA ISHLAMIYA,PRAYAGRAJ,SULTAN PUR AKABAR,Uttar Pradesh,Madarsa unrecognized,Primary with Upper Primary,212503
09450601601,PS AGARA PATTI,PRAYAGRAJ,AGARA PATTI,Uttar Pradesh,Department of Education,Primary,212402
09451707501,PS RAIYA,PRAYAGRAJ,RAIYA,Uttar Pradesh,Department of Education,Primary,212502
09451902501,PS JAMUAA,PRAYAGRAJ,JAMUA,Uttar Pradesh,Department of Education,Primary,212502
09451705601,PS SARAIYA BAJU,PRAYAGRAJ,SARAIYA BAJU,Uttar Pradesh,Department of Education,Primary,212502
09451710301,P.S. BADI KA BAGH,PRAYAGRAJ,BADI KA BAGH,Uttar Pradesh,Department of Education,Primary,212502
09450609601,MUSHTAQ ALAM U.M.V. AGAHUA MAILAHAN,PRAYAGRAJ,AGAHUWA,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212402
09451902601,PS DHOSARA,PRAYAGRAJ,DHOSARA,Uttar Pradesh,Department of Education,Primary,212502
09451708802,COMPOSITE SCHOOL CHAND PUR SARAI BHARAT,PRAYAGRAJ,CHAND PUR SARAI BHARAT,Uttar Pradesh,Department of Education,Primary with Upper Primary,212502
09451708701,P.S.DURGAPUR,PRAYAGRAJ,MALKIYA KHASH,Uttar Pradesh,Department of Education,Primary,212503
09451913501,P.S.SARAI JHOD RAY,PRAYAGRAJ,SARAI JOGH RAI,Uttar Pradesh,Department of Education,Primary,211009
09451701502,COMPOSITE SCHOOL SULTAN PUR AKBAR,PRAYAGRAJ,SULTAN PUR AKABAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212503
09451207102,MADARSA MOHAMMADIYA SALFIYA,PRAYAGRAJ,PALAYE KHANJANHA PUR,Uttar Pradesh,Madarsa unrecognized,Primary,229413
09451201514,MAHUMIDIYA GIRLS INTER COLLEGE,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,220152
09451807802,ANNAPURNA PUBLIC SCHOOL,PRAYAGRAJ,PIPRAWAN,Uttar Pradesh,Private Unaided (Recognized),Primary,212301
09451808702,KARGIL SAHEED LAL MANI H.S.S.,PRAYAGRAJ,LOHARI,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212307
09450901104,ADARSH SAMRAT SHIKSHA NIKETAN P.S.,PRAYAGRAJ,GANSIYARI,Uttar Pradesh,Private Unaided (Recognized),Primary,212507
09450905001,PS ISHMAIL PUR,PRAYAGRAJ,ISHMAIL PUR,Uttar Pradesh,Department of Education,Primary,212507
09450905101,PS SEMRA BEER BHAN PUR,PRAYAGRAJ,SEMARA BEER BHAN PUR,Uttar Pradesh,Department of Education,Primary,212501
09450602201,PS KUSHEHATA,PRAYAGRAJ,KUSHEHATA,Uttar Pradesh,Department of Education,Primary,212402
09451904102,U.P.S.SISAI SHIPAH,PRAYAGRAJ,SISAI SIPAH,Uttar Pradesh,Department of Education,Upper Primary only,212502
09451706102,COMPOSITE SCHOOL HANSRAJ PUR,PRAYAGRAJ,HANSA RAJ PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212504
09451807602,UPS HARRAYIE,PRAYAGRAJ,HARRAYIE,Uttar Pradesh,Department of Education,Upper Primary only,212302
09450903602,COMPOSITE SCHOOL ABDAL PUR KHASH,PRAYAGRAJ,ABDAL PUR KHASAH,Uttar Pradesh,Department of Education,Primary with Upper Primary,212502
09451904106,MADARSA SHAMSUL ULOOM SISAISIPAH,PRAYAGRAJ,SISAI SIPAH,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Primary,
09450602903,UPS KAPSA,PRAYAGRAJ,KAPSA,Uttar Pradesh,Department of Education,Upper Primary only,212402
09451201502,PS LALGOPAL GANJ     I,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Department of Education,Primary,229413
09450903904,U.P.S. RAM NAGAR UMARI,PRAYAGRAJ,RAM NAGAR UMARI,Uttar Pradesh,Department of Education,Upper Primary only,212501
09451907301,PS SARAI SULTAN,PRAYAGRAJ,SARAI SULTAN,Uttar Pradesh,Department of Education,Primary,212109
09450903702,COMPOSITE SCHOOL RAMAIE PUR,PRAYAGRAJ,RAMAIYIE PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212502
09451610801,P.S. USHKI KHURD,PRAYAGRAJ,USHKI KHURD,Uttar Pradesh,Department of Education,Primary,212104
09451908401,PS BIJULI PUR,PRAYAGRAJ,BIJALIPUR,Uttar Pradesh,Department of Education,Primary,212109
09450602302,COMPOSIT SCHOOL  AMILIYA,PRAYAGRAJ,AMMILIYA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09451914602,RAM DULARI P.S. SADHOPUR,PRAYAGRAJ,SADHOPUR,Uttar Pradesh,Private Unaided (Recognized),Primary,212109
09451904104,MAKATAB ZIYAUL ULOOM,PRAYAGRAJ,SISAI SIPAH,Uttar Pradesh,Madarsa unrecognized,Primary with Upper Primary,212502
09451909306,SARSWATI KANYA U.M.V.,PRAYAGRAJ,BERUYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,221507
09451907904,MAA K.D. R.R. MAURYA H.S.S. DHAMAUR,PRAYAGRAJ,DHAMAUR,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212001
09451704601,PS JALIYA SAI,PRAYAGRAJ,JALIYA SAI,Uttar Pradesh,Department of Education,Primary,212503
09451708801,P.S.LALA KA PURA,PRAYAGRAJ,CHAND PUR SARAI BHARAT,Uttar Pradesh,Department of Education,Primary,212503
09451904601,PS BARJI,PRAYAGRAJ,BARJI,Uttar Pradesh,Department of Education,Primary,212502
09451705501,UPS DAHIYAWA,PRAYAGRAJ,DAHIYAVA,Uttar Pradesh,Department of Education,Upper Primary only,212504
09451702003,P.S. JAMAL PUR,PRAYAGRAJ,YADAV PUR..,Uttar Pradesh,Department of Education,Primary,212503
09451700101,PS HOLAGARH,PRAYAGRAJ,HOLAGARH,Uttar Pradesh,Department of Education,Primary,212503
09451705802,U.P.S. SARAI CHANDRA BHAN ODHA,PRAYAGRAJ,SARAYA CHANDRA BAHAN,Uttar Pradesh,Department of Education,Upper Primary only,212504
09451201503,PS LALGOPAL GANJ  II,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Department of Education,Primary,229413
09451702001,PS YADAV PUR,PRAYAGRAJ,YADAV PUR..,Uttar Pradesh,Department of Education,Primary,212502
09451705502,PS DAHIYAVA,PRAYAGRAJ,DAHIYAVA,Uttar Pradesh,Department of Education,Primary,212503
09451201510,ADARSH BALIKA J.H.S.,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Government Aided,Upper Primary only,229413
09451201501,UPS LALGOPAL GANJ,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Department of Education,Upper Primary only,229412
09451704501,PS TARTI KHASH,PRAYAGRAJ,TARTI KHASH,Uttar Pradesh,Department of Education,Primary,212503
09451301202,RAM ABHILASH J.H.S.,PRAYAGRAJ,CHAKPURE KHURD..,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211010
09451301205,PURSOTTAM SINGH INTER COLLEGE,PRAYAGRAJ,CHAKPURE KHURD..,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212502
09451301204,HARIHAR PRASAD P.S.,PRAYAGRAJ,CHAKPURE KHURD..,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212522
09451704503,P.S. DEVRAJ KA PURA,PRAYAGRAJ,TARTI KHASH,Uttar Pradesh,Department of Education,Primary,212503
09451706702,BABA RAM ADHAR PUBLIC SCHOOL,PRAYAGRAJ,NANANSAYIE,Uttar Pradesh,Private Unaided (Recognized),Primary,229412
09450602702,COMPOSIT SCHOOL  RAJEPUR,PRAYAGRAJ,RAJE PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09451706103,M D PUBLIC SCHOOL P S,PRAYAGRAJ,HANSA RAJ PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,212503
09450110102,RAJA KAMLAKAR INTER COLL,PRAYAGRAJ,TOWN AREA SHANKAR GARH,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212106
09451209514,DARUL ULOOM IMAM AHMAD RAZA,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Madarsa unrecognized,Pri. Upper Pri. and Secondary Only,229412
09450705701,PS GONDAWA,PRAYAGRAJ,GONDAWA,Uttar Pradesh,Department of Education,Primary,211013
09451904101,PS SISAI SIPAH,PRAYAGRAJ,SISAI SIPAH,Uttar Pradesh,Department of Education,Primary,212502
09451207302,JAMEEL HASAN INTER COLLEGE,PRAYAGRAJ,NINDURA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,229413
09451705801,PS SARAYIA CHANDRA BHAN ODHARA,PRAYAGRAJ,SARAYA CHANDRA BAHAN,Uttar Pradesh,Department of Education,Primary,212503
09451702004,SARDAR PATEL INTER COLLEGE,PRAYAGRAJ,YADAV PUR..,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212502
09451700102,UPS HOLA GARH,PRAYAGRAJ,HOLAGARH,Uttar Pradesh,Department of Education,Upper Primary only,229412
09451903902,COMPOSITE SCHOOL  BADAL PUR,PRAYAGRAJ,BADAL PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212109
09451703202,CHANDRA SHEKHAR AZAD INTER,PRAYAGRAJ,POORAB NARA .,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212503
09451800502,SARDAR PATEL UPS,PRAYAGRAJ,TARROUL,Uttar Pradesh,Government Aided,Upper Primary only,212301
09451704302,J.L. NEHRU INTER COLL,PRAYAGRAJ,CHAUBARA DEEH,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212503
09451709801,COMPOSITE SCHOOL BABHANPUR,PRAYAGRAJ,BABHANPUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212503
09450602602,COMPOSIT SCHOOL  MUBARAK PUR,PRAYAGRAJ,MUBARAKPUR  ..,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09451809702,UPS KAITHI,PRAYAGRAJ,KAITHI,Uttar Pradesh,Department of Education,Upper Primary only,212301
09450900602,Y.V.S.PUBLIC SCHOOL,PRAYAGRAJ,SARAY BADSHAH KULI,Uttar Pradesh,Private Unaided (Recognized),Primary,212507
09451700301,PS KASTURI PUR KASTURI,PRAYAGRAJ,KASTURI PUR..,Uttar Pradesh,Department of Education,Primary,212503
09451704402,UPS CHANTI,PRAYAGRAJ,CHANTI,Uttar Pradesh,Department of Education,Upper Primary only,212503
09451700303,P.S. KHAKHARIBAGH,PRAYAGRAJ,KASTURI PUR..,Uttar Pradesh,Department of Education,Primary,212503
09451705701,PS GIRDHARPUR GODAWA,PRAYAGRAJ,GIRIDHAR PUR GONDWA,Uttar Pradesh,Department of Education,Primary,212503
09452106203,DR. LOHIYA HIGH SCHOOL KUWAR PATTI,PRAYAGRAJ,KUVAR PATTI,Uttar Pradesh,Government Aided,Upper Primary only,212305
09452108103,JANTA J.H.S. MADRA MUKUNDPUR,PRAYAGRAJ,MADRA MUKUNPUR,Uttar Pradesh,Government Aided,Upper Primary only,212305
09452108101,PS MADRA MUKUNDPUR,PRAYAGRAJ,MADRA MUKUNPUR,Uttar Pradesh,Department of Education,Primary,212305
09452108102,PS MADRA MUKUNDPUR    II,PRAYAGRAJ,MADRA MUKUNPUR,Uttar Pradesh,Department of Education,Primary,212305
09452108104,U.P.S. MADARA MUKUNDPUR,PRAYAGRAJ,MADRA MUKUNPUR,Uttar Pradesh,Department of Education,Upper Primary only,212305
09451703101,PS KASHI PUR,PRAYAGRAJ,KASHI PUR,Uttar Pradesh,Department of Education,Primary,212503
09451704504,TULSHI DEVI KARUNAPATI BALIKA I.C.,PRAYAGRAJ,TARTI KHASH,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212503
09451703801,UPS KRIPAL PUR,PRAYAGRAJ,KRIPAL PUR,Uttar Pradesh,Department of Education,Upper Primary only,212502
09451904805,B P PUBLIC SCHOOL JUGUNIDIH SIKNDRA BAHARIYA ALAAHABAD,PRAYAGRAJ,JUGUNIDIH,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,
09450606304,ADARSH J.H.S.,PRAYAGRAJ,MANETHU,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,221507
09450602604,BENCHU LAL SINGH U.M.V.,PRAYAGRAJ,MUBARAKPUR  ..,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212402
09451704903,SRI JAGANNATH SANGAM LAL PATEL P S,PRAYAGRAJ,BHAGAUTI PUR KHUTAHANA,Uttar Pradesh,Private Unaided (Recognized),Primary,212503
09451207303,IDEAL MORDERN P.S.,PRAYAGRAJ,NINDURA,Uttar Pradesh,Private Unaided (Recognized),Primary,221112
09451706703,VIPIN CHNADRA HIGH SCHOOL,PRAYAGRAJ,NANANSAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,229412
09451505804,MADARSA ISLAMIYA BHOPATPUR,PRAYAGRAJ,BHUPATI PUR,Uttar Pradesh,Madarsa unrecognized,Pri. with Upper Pri. Sec. and H.Sec.,
09451703002,DEEN HITASHI U.P.S.,PRAYAGRAJ,PASCHIM NARA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212503
09451701104,GRAM SUDHAR VISHALAYA UPS,PRAYAGRAJ,KALYAN PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212502
09451808803,COMPOSITE SCHOOL LAKTAHA,PRAYAGRAJ,LAKTAHA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212307
09451810001,PS SONAYIE,PRAYAGRAJ,SAONAYIE,Uttar Pradesh,Department of Education,Primary,212301
09451700501,PS JAMUNI PUR,PRAYAGRAJ,JAMUNI PUR..,Uttar Pradesh,Department of Education,Primary,212503
09451201509,QUDDUSI SAMAJIK VIKAS H.S. SCHOOL,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,224413
09451704801,PS PURSOTTAM PUR MALAKIYA,PRAYAGRAJ,PURSOTTAM PUR MALAKIYA,Uttar Pradesh,Department of Education,Primary,212502
09451201516,MADARSA RIZVIA ORIENTAL SCHOOL,PRAYAGRAJ,LALGOPAL GANJ,Uttar Pradesh,Madarsa unrecognized,Primary,211013
09451700103,EXCELLENT PUBLIC SCHOOL PS.,PRAYAGRAJ,HOLAGARH,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212503
09451706607,VIMALA DEVI SHYAM KALI U.M.V.,PRAYAGRAJ,BAJAHA..,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,229412
09451706907,RAM KANYA DEVI NARAYAN GIRLS U.M.V.,PRAYAGRAJ,SERANWA,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,229412
09451808907,JITENDRA KUMAR SINGH SMARAK U.M.V.,PRAYAGRAJ,BABURA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212307
09450602901,PS KAPSA    I,PRAYAGRAJ,KAPSA,Uttar Pradesh,Department of Education,Primary,212402
09450602906,P.S. SARAI JAINA,PRAYAGRAJ,KAPSA,Uttar Pradesh,Department of Education,Primary,212404
09450602902,PS KAPSA    II,PRAYAGRAJ,KAPSA,Uttar Pradesh,Department of Education,Primary,212402
09450905803,COMPOSITE SCHOOL SARAI DEENA,PRAYAGRAJ,SARAY DEENA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212502
09451810007,RAM KALI GIRLS UPS,PRAYAGRAJ,SAONAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212301
09451703004,B.D.H.S INTER COLLEGE,PRAYAGRAJ,PASCHIM NARA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212503
09451811301,RAM NARAYAN LAL U.M.V.,PRAYAGRAJ,HINDU PUR,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212307
09451703102,SARDAR BALLABH BHAI PATEL U.P.,PRAYAGRAJ,KASHI PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212503
09451809501,UPS MOGALAHA,PRAYAGRAJ,MOGALAHA,Uttar Pradesh,Department of Education,Upper Primary only,212301
09450906401,PS MAGAN PUR,PRAYAGRAJ,MAGAN PUR,Uttar Pradesh,Department of Education,Primary,212507
09450505601,PS SILAUDHI  KALA,PRAYAGRAJ,SILOUNDHI KALA,Uttar Pradesh,Department of Education,Primary,212301
09451907302,U.P.S. SARAI SULTAN,PRAYAGRAJ,SARAI SULTAN,Uttar Pradesh,Department of Education,Upper Primary only,212501
09451907303,COMPOSITE SCHOOL SARAI SULTAN PURE MAKHDOOM,PRAYAGRAJ,SARAI SULTAN,Uttar Pradesh,Department of Education,Primary with Upper Primary,212501
09451703203,U.P.S. POORAB NARA,PRAYAGRAJ,POORAB NARA .,Uttar Pradesh,Department of Education,Upper Primary only,212503
09451902701,PS NAYIE BAZAAR,PRAYAGRAJ,NAI BAZAR,Uttar Pradesh,Department of Education,Primary,212507
09451800802,COMPOSITE SCHOOL KECHUHA,PRAYAGRAJ,KECHUHA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09451808403,"RADHA KRISHNA H.S. SCHOOL Gadaila, Basahi",PRAYAGRAJ,GADAILA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212307
09451803204,P.L.N.H.S.S.,PRAYAGRAJ,NIDAURI,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212301
09451805202,JANTA U.P.S.,PRAYAGRAJ,BENDO,Uttar Pradesh,Government Aided,Upper Primary only,212301
